customer_id,customer_name,contact_name,phone,fax,bill_to,balance_total,market,merchant_group,xero_account_number
181,Farmlands - Cromwell,Farmlands,,,"22 Chardonnay Street, 22 Chardonnay Street, Cromwell, 9310",0,Local,Farmlands,FL08
182,Farmlands - Culverden,Farmlands,,,"70 Mountain Road, 70 Mountain Road, RD Culverden, North Canterbury, 7392",0,Local,Farmlands,FL09
183,Farmlands - Gisborne,Farmlands,,,"110-112 Lowe Street, 110-112 Lowe Street, Gisborne, 4040",0,Local,Farmlands,FL10
184,Farmlands - Greymouth,Farmlands,,,"30 Herbert Street, 30 Herbert Street, GREYMOUTH, West Coast, 7805",0,Local,Farmlands,FL11
185,Farmlands - Greytown,Farmlands,,,"219 Main Street, 219 Main Street, Greytown, 5712",0,Local,Farmlands,FL12
186,Farmlands - Hastings,Farmlands Hastings,,,"Warehouse #265-1001, 7 Barnes Place, Twyford, Hastings, 4175",0,Local,Farmlands,FL13
187,Farmlands - Hautapu,Farmlands,,,"64 Hautapu Road, 64 Hautapu Road, RD1, Cambridge, 3493",0,Local,Farmlands,FL14
188,Farmlands - Hawke's Bay Hub,,,,"7 Barnes Place, Twyford, Twyford, 4175",0,Local,Farmlands,FL01
189,Farmlands - Helensville,Farmlands,,,"97 Mill Road, 97 Mill Road, HELENSVILLE, Northland, 800",0,Local,Farmlands,FL15
190,Farmlands - Inglewood,Farmlands Inglewood,,,"110 Rata Street, 110 Rata Street, Inglewood, 4330",0,Local,Farmlands,FL02
191,Farmlands - Kaikoura,Farmlands,,,"70 Beach Road, 70 Beach Road, RD, Kaikoura, 7220",0,Local,Farmlands,FL16
192,Farmlands - Kaitaia,Farmlands,,,"31 North Park Drive, 31 North Park Drive, KAITAIA, Northland, 410",0,Local,Farmlands,FL17
193,Farmlands - Kamo,Farmlands,,,"2 Springs Flat Road, 2 Springs Flat Road, KAMO, Whangarei, 112",0,Local,Farmlands,FL18
194,Farmlands - Kurow,Farmlands,,,"34 Bledisloe Street, 34 Bledisloe Street, Otago, Rd    Kurow, 9435",0,Local,Farmlands,FL19
195,Farmlands - Levin,Farmlands Trading Society,,,"537 Queen St, 537 Queen St, Levin, 5510",0,Local,Farmlands,FL20
196,Farmlands - Marton,Farmlands,,,"61 Pukepapa Road, 61 Pukepapa Road, Marton, 4710",0,Local,Farmlands,FL21
197,Farmlands - Morrinsville,Farmlands,,,"34 Lorne Street, 34 Lorne Street, Morrinsville, 3300",0,Local,Farmlands,FL22
198,Farmlands - Motueka,Farmlands,,,"393-395 High Street, 393-395 High Street, Motueka, 7120",0,Local,Farmlands,FL23
199,Farmlands - Napier,Farmlands Trading Society,,,"200 Prebensen Drive, 200 Prebensen Drive, Onekawa, Napier, 4110",0,Local,Farmlands,FL25
200,Farmlands - New Plymouth Bell Block,Farmlands New Plymouth,,,"1121 Devon Road, Bell Block, New Plymouth, 4312",0,Local,Farmlands,FL24
201,Farmlands - Opotiki,Farmlands,,,"2  Potts Ave, 2  Potts Ave, Opotiki, 3122",0,Local,Farmlands,FL26
202,Farmlands - Otaki,Farmlands,,,"Cnr Mill Rd & Dunstan St, Cnr Mill Rd & Dunstan St, Otaki, 5512",0,Local,Farmlands,FL27
203,Farmlands - Palmerston North,Farmlands,,,"505 Tremaine Avenue, 505 Tremaine Avenue, Takaro, Palmerston North, 4410",0,Local,Farmlands,FL28
204,Farmlands - Pukekohe,Farmlands,,,"86a Harris Street, 86a Harris Street, Pukekohe, 2120",0,Local,Farmlands,FL29
205,Farmlands - Rangiora,Farmlnds Rangiora,,,"269 Flaxton Road, 269 Flaxton Road, Rangiora, 7400",0,Local,Farmlands,FL30
206,Farmlands - Richmond,Farmlands,,,"32 Main Road, 32 Main Road, RICHMOND, Nelson, 7020",0,Local,Farmlands,FL31
207,Farmlands - Rotorua,Farmlands Rotorua,,,"36 Marguerita Street, 36 Marguerita Street, Fenton Park, Rotorua, 3010",0,Local,Farmlands,FL32
208,Farmlands - Tauranga,Farmlands,,,"20 Taurikura Drive, 20 Taurikura Drive, Tauriko, Tauranga, 3171",0,Local,Farmlands,FL33
209,Farmlands - Te Awamutu,Farmlands,,,"203 Benson Road, 203 Benson Road, Te Awamutu, 3840",0,Local,Farmlands,FL34
210,Farmlands - Te Puke,Farmlands,,,"4 Boucher Ave, 4 Boucher Ave, Te Puke, 3153",0,Local,Farmlands,FL35
211,Farmlands - Te Puna,Farmlands,,,"15B Minden Rd, 15B Minden Rd, Te Puna, 3176",0,Local,Farmlands,FL36
212,Farmlands - Waipapa,Farmlands,,,"30 Klinac Lane, 30 Klinac Lane, Kerikeri, Waipapa, 230",0,Local,Farmlands,FL37
213,Farmlands - Wairoa,Farmlands,,,"53 Bridge St, 53 Bridge St, Wairoa, 4108",0,Local,Farmlands,FL38
214,Farmlands - Wanganui,Farmlands,,,"49 Heads Road, 49 Heads Road, Gonville, Wanganui, 4500",0,Local,Farmlands,FL39
215,Farmlands - Wellsford,Farmlands,,,"113 Centennial Park Road, 113 Centennial Park Road, Wellsford, Northland, 900",0,Local,Farmlands,FL40
216,Farmlands - Whakatane,Farmlands,,,"35 Commerce Street, 35 Commerce Street, Whakatane, 3120",0,Local,Farmlands,FL41
217,Farmlands - Whakatu,Farmlands,,,"233 Ruahapia Road, 233 Ruahapia Road, RD10, WHAKATU, Hawkes Bay, 4172",0,Local,Farmlands,FL42
218,Farmlands - Whangarei,Farmlands,,,"10 Southend Avenue, 10 Southend Avenue, Raumanga, Whangarei, 110",0,Local,Farmlands,FL43
219,Horticentre / TasmanCrop - Cromwell,Horticentre Ltd,,,"22 Pinot Noir Drive, 22 Pinot Noir Drive, Cromwell, 9310",0,Local,Horticentre / TasmanCrop,HC01
220,Horticentre / TasmanCrop - Drury,Horticentre Limited,,,"P O Box 547, P O Box 547, Auckland, Drury, 2247",0,Local,Horticentre / TasmanCrop,HC02
221,Horticentre / TasmanCrop - Gisborne,Horticentre Ltd,,,"32 Salesyards Rd, 32 Salesyards Rd, R D 1 Matawhero, Gisborne, 4071",0,Local,Horticentre / TasmanCrop,HC03
222,Horticentre / TasmanCrop - Massey,Horticentre Ltd,,,"18 Cabernet Crescent, 18 Cabernet Crescent, Westgate, Massey, West Auckland, 614",0,Local,Horticentre / TasmanCrop,HC04
223,Horticentre / TasmanCrop - Motueka,Horticentre Limited,,,"T/A Tasman Crop, T/A Tasman Crop, 28 King Edward St, Motueka, 7120",0,Local,Horticentre / TasmanCrop,HC05
224,Horticentre / TasmanCrop - Pukekohe,Horticentre Limited,,,"221 Manukau Rd, 221 Manukau Rd, Pukekohe, 2120",0,Local,Horticentre / TasmanCrop,HC06
225,Horticentre / TasmanCrop - Renwick,Horticentre Limited Blenheim,,,"T/A Tasman Crop, T/A Tasman Crop, Unit 11, Tyrone Park, Jacks Rd, BLENHEIM, Renwick, 7204",0,Local,Horticentre / TasmanCrop,HC07
226,Horticentre / TasmanCrop - Richmond,Tasman Crop Protection,,,"12 Poutama St, 12 Poutama St, Nelson, Richmond, 7020",0,Local,Horticentre / TasmanCrop,HC08
227,Horticentre / TasmanCrop - Tauranga,Horticentre Ltd,,,"135A Maleme Street, 135A Maleme Street, Greerton, Tauranga, 3112",0,Local,Horticentre / TasmanCrop,HC09
228,Horticentre / TasmanCrop - Whakatu,Horticentre,,,"18 Station Road, 18 Station Road, RD 10, WHAKATU, Hastings, 4180",0,Local,Horticentre / TasmanCrop,HC10
229,Horticentre / TasmanCrop - Whangarei,Horticentre Ltd,,,"43 Porowini Avenue, 43 Porowini Avenue, Morningside, Whangarei, 110",0,Local,Horticentre / TasmanCrop,HC11
230,PGG Wrightson Ltd - Alexandra,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 2 MacLean Road, Alexandra, 9320",0,Local,PGG Wrightson Ltd,FF02
231,PGG Wrightson Ltd - Amberley,PGG Wrightson,,,"73 Carters Road, 73 Carters Road, Amberley, 7410",0,Local,PGG Wrightson Ltd,FF03
232,PGG Wrightson Ltd - Blenheim,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 20 Westwood Avenue, Springlands, Blenheim, 7201",0,Local,PGG Wrightson Ltd,FF04
233,PGG Wrightson Ltd - Cambridge,PGG WRIGHTSON,,,"87 Duke Street, 87 Duke Street, Cambridge, 3434",0,Local,PGG Wrightson Ltd,FF05
234,PGG Wrightson Ltd - Cheviot,PGG Wrightson Cheviot,,,"2 McQueen Road, 2 McQueen Road, Cheviot, 7310",0,Local,PGG Wrightson Ltd,FF06
235,PGG Wrightson Ltd - Christchurch,PGG Wrightson,,,"411 Blenheim Road, 411 Blenheim Road, Christchurch, 8041",0,Local,PGG Wrightson Ltd,FF07
236,PGG Wrightson Ltd - Cromwell,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 5 Iles Street, Cromwell, 9310",0,Local,PGG Wrightson Ltd,FF08
237,PGG Wrightson Ltd - Culverden,PGG Wrightson Culverden,,,"48 Main Road, 48 Main Road, Culverden, 7392",0,Local,PGG Wrightson Ltd,FF01
238,PGG Wrightson Ltd - Dargaville,PGG Wrightson Dargaville,,,"Totara Street, Totara Street, Dargaville, 310",0,Local,PGG Wrightson Ltd,FF09
239,PGG Wrightson Ltd - Feilding,PGG Wrightson,,,"18 Manchester St, 18 Manchester St, Feilding, 4702",0,Local,PGG Wrightson Ltd,FF10
240,PGG Wrightson Ltd - Geraldine,PGG Wrightson Ltd,,,"58 Talbot Street, 58 Talbot Street, Canterbury, Geraldine, 7930",0,Local,PGG Wrightson Ltd,FF11
241,PGG Wrightson Ltd - Gisborne,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 21 Solander St, Gisborne, 4010",0,Local,PGG Wrightson Ltd,FF12
242,PGG Wrightson Ltd - Hastings,Fruitfed Supplies,,,"Division of PGG Wrightson, Division of PGG Wrightson, Cnr Maraekakaho/Orchard Rd, Hastings, 4120",0,Local,PGG Wrightson Ltd,FF13
243,PGG Wrightson Ltd - Helensville,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 41B Mill Road, Helensville, 840",0,Local,PGG Wrightson Ltd,FF14
244,PGG Wrightson Ltd - Invercargill,PGG Wrightson,,,"232 Dee Street, 232 Dee Street, Avenal, Invercargill, 9810",0,Local,PGG Wrightson Ltd,FF15
245,PGG Wrightson Ltd - Katikati,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 2 Marshall Road, Katikati, 3129",0,Local,PGG Wrightson Ltd,FF16
246,PGG Wrightson Ltd - Levin,Fruitfed Supplies,,,"Division of PGG Wrightson, Division of PGG Wrightson, 84 Cambridge Street South, Levin, 5510",0,Local,PGG Wrightson Ltd,FF17
247,PGG Wrightson Ltd - Martinborough,PGG Wrightson,,,"43-45 Jellicoe Street, 43-45 Jellicoe Street, Martinborough, 5700",0,Local,PGG Wrightson Ltd,FF18
248,PGG Wrightson Ltd - Masterton,PGG Wrightson,,,"38 Lincoln Rd, 38 Lincoln Rd, Masterton, 5810",0,Local,PGG Wrightson Ltd,FF19
249,PGG Wrightson Ltd - Motueka,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 26 Old Wharf Street, Motueka, 7120",0,Local,PGG Wrightson Ltd,FF20
250,PGG Wrightson Ltd - Porirua,PGG Wrightson,,,"PO Box 1961, DUNEDIN, Dunedin, 1961",0,Local,PGG Wrightson Ltd,FF21
251,PGG Wrightson Ltd - Pukekohe,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 219 Manukau Rd, Pukekohe, 2120",0,Local,PGG Wrightson Ltd,FF22
252,PGG Wrightson Ltd - Richmond,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 18 Estuary Place, RICHMOND, Nelson, 7020",0,Local,PGG Wrightson Ltd,FF23
253,PGG Wrightson Ltd - Roxburgh,PGG Wrightson,,,"99 Scotland Street, 99 Scotland Street, RD, Roxburgh, 9500",0,Local,PGG Wrightson Ltd,FF24
254,PGG Wrightson Ltd - Te Puke,Fruitfed Supplies,,,"Div of  PGG Wrightson, Div of  PGG Wrightson, 7a Jocelyn Street, Te Puke, 3119",0,Local,PGG Wrightson Ltd,FF25
255,PGG Wrightson Ltd - Temuka,PGG Wightson Temuka,,,"3 Wood Street, 3 Wood Street, Temuka, 7920",0,Local,PGG Wrightson Ltd,FF26
256,PGG Wrightson Ltd - Timaru,PGG Wrightson,,,"325 Hilton Highway, 325 Hilton Highway, Washdyke, Timaru, 7910",0,Local,PGG Wrightson Ltd,FF27
257,PGG Wrightson Ltd - Waihi,PGG Wrightson,,,"116 Seddon Street, 116 Seddon Street, Waihi, 3610",0,Local,PGG Wrightson Ltd,FF28
258,PGG Wrightson Ltd - Waipapa,Fruitfed Supplies,,,"Div of PGG Wrightson, Div of PGG Wrightson, 2 Pataka  Lane, RD2, Waipapa, 245",0,Local,PGG Wrightson Ltd,FF29
259,PGG Wrightson Ltd - Wanganui,PGG Wrightson,,,"99 Wilson Street, 99 Wilson Street, Wanganui, 4500",0,Local,PGG Wrightson Ltd,FF30
260,PGG Wrightson Ltd - Wellsford,PGG Wrightson,,,"4 Port Albert Road, 4 Port Albert Road, Wellsford, 900",0,Local,PGG Wrightson Ltd,FF31
261,PGG Wrightson Ltd - Whakatane,PGG Wrightson,,,"12-14 Peace Street, 12-14 Peace Street, Whakatane, 3120",0,Local,PGG Wrightson Ltd,FF32
262,PGG Wrightson Ltd - Whangarei,PGG WRIGHTSON,,,"Cnr Dent & Finlayson Sts, Cnr Dent & Finlayson Sts, Whangarei, 110",0,Local,PGG Wrightson Ltd,FF33
263,PGG Wrightson Ltd - Wyndham,PGG Wrightson,,,"Balaclava Street, Balaclava Street, Wyndham, 9831",0,Local,PGG Wrightson Ltd,FF34
